,D,VT,VP,J,ID
966,1.0,True,True,0,161
967,1.0,True,True,1,161
968,1.0,True,True,2,161
969,1.0,True,True,3,161
970,1.4142135,True,True,4,161
971,1.0,True,True,5,161
972,1.0,True,True,0,162
973,1.0,True,True,1,162
974,2.236068,True,True,2,162
975,4.1231055,True,True,3,162
976,2.236068,True,True,4,162
977,1.4142135,True,True,5,162
978,0.0,True,True,0,163
979,1.0,True,True,1,163
980,1.4142135,True,True,2,163
981,,True,False,3,163
982,,True,False,4,163
983,,False,False,5,163
984,2.236068,True,True,0,164
985,0.0,True,True,1,164
986,1.4142135,True,True,2,164
987,0.0,True,True,3,164
988,1.0,True,True,4,164
989,1.4142135,True,True,5,164
990,1.0,True,True,0,165
991,1.0,True,True,1,165
992,1.4142135,True,True,2,165
993,2.236068,True,True,3,165
994,2.0,True,True,4,165
995,2.0,True,True,5,165
996,0.0,True,True,0,166
997,1.0,True,True,1,166
998,1.4142135,True,True,2,166
999,,False,False,3,166
1000,1.0,True,True,4,166
1001,4.2426405,True,True,5,166
1002,1.0,True,True,0,167
1003,1.0,True,True,1,167
1004,1.0,True,True,2,167
1005,3.0,True,True,3,167
1006,2.0,True,True,4,167
1007,3.1622777,True,True,5,167
1008,0.0,True,True,0,168
1009,1.0,True,True,1,168
1010,1.0,True,True,2,168
1011,5.0,True,True,3,168
1012,0.0,True,True,4,168
1013,2.0,True,True,5,168
1014,1.0,True,True,0,169
1015,1.0,True,True,1,169
1016,1.0,True,True,2,169
1017,1.4142135,True,True,3,169
1018,1.4142135,True,True,4,169
1019,1.4142135,True,True,5,169
1020,2.0,True,True,0,170
1021,1.0,True,True,1,170
1022,1.0,True,True,2,170
1023,1.4142135,True,True,3,170
1024,1.0,True,True,4,170
1025,1.4142135,True,True,5,170
1026,2.0,True,True,0,171
1027,0.0,True,True,1,171
1028,1.0,True,True,2,171
1029,0.0,True,True,3,171
1030,2.0,True,True,4,171
1031,1.4142135,True,True,5,171
1032,1.4142135,True,True,0,172
1033,1.0,True,True,1,172
1034,1.0,True,True,2,172
1035,0.0,True,True,3,172
1036,0.0,True,True,4,172
1037,1.0,True,True,5,172
1038,2.236068,True,True,0,173
1039,1.0,True,True,1,173
1040,1.0,True,True,2,173
1041,2.0,True,True,3,173
1042,2.236068,True,True,4,173
1043,0.0,True,True,5,173
1044,1.0,True,True,0,174
1045,1.0,True,True,1,174
1046,0.0,True,True,2,174
1047,0.0,True,True,3,174
1048,2.0,True,True,4,174
1049,2.828427,True,True,5,174
1050,1.0,True,True,0,175
1051,1.0,True,True,1,175
1052,2.0,True,True,2,175
1053,1.0,True,True,3,175
1054,2.236068,True,True,4,175
1055,1.4142135,True,True,5,175
1056,1.0,True,True,0,176
1057,0.0,True,True,1,176
1058,1.0,True,True,2,176
1059,1.4142135,True,True,3,176
1060,1.0,True,True,4,176
1061,1.4142135,True,True,5,176
1062,1.0,True,True,0,177
1063,1.0,True,True,1,177
1064,2.236068,True,True,2,177
1065,1.0,True,True,3,177
1066,1.4142135,True,True,4,177
1067,1.0,True,True,5,177
1068,1.0,True,True,0,178
1069,1.0,True,True,1,178
1070,1.0,True,True,2,178
1071,2.828427,True,True,3,178
1072,2.236068,True,True,4,178
1073,6.708204,True,True,5,178
1074,1.0,True,True,0,179
1075,1.4142135,True,True,1,179
1076,1.4142135,True,True,2,179
1077,2.828427,True,True,3,179
1078,1.0,True,True,4,179
1079,2.0,True,True,5,179
1080,1.4142135,True,True,0,180
1081,1.0,True,True,1,180
1082,1.0,True,True,2,180
1083,1.4142135,True,True,3,180
1084,2.236068,True,True,4,180
1085,1.0,True,True,5,180
1086,1.0,True,True,0,181
1087,1.0,True,True,1,181
1088,1.4142135,True,True,2,181
1089,1.4142135,True,True,3,181
1090,1.4142135,True,True,4,181
1091,1.0,True,True,5,181
1092,1.4142135,True,True,0,182
1093,2.236068,True,True,1,182
1094,0.0,True,True,2,182
1095,2.236068,True,True,3,182
1096,2.236068,True,True,4,182
1097,2.236068,True,True,5,182
1098,1.4142135,True,True,0,183
1099,1.0,True,True,1,183
1100,2.236068,True,True,2,183
1101,2.236068,True,True,3,183
1102,3.6055512,True,True,4,183
1103,1.4142135,True,True,5,183
1104,1.0,True,True,0,184
1105,0.0,True,True,1,184
1106,2.236068,True,True,2,184
1107,3.0,True,True,3,184
1108,3.0,True,True,4,184
1109,8.246211,True,True,5,184
1110,1.0,True,True,0,185
1111,2.0,True,True,1,185
1112,2.0,True,True,2,185
1113,5.0,True,True,3,185
1114,5.0,True,True,4,185
1115,1.0,True,True,5,185
1116,1.0,True,True,0,186
1117,0.0,True,True,1,186
1118,1.4142135,True,True,2,186
1119,3.1622777,True,True,3,186
1120,2.236068,True,True,4,186
1121,1.4142135,True,True,5,186
1122,1.4142135,True,True,0,187
1123,0.0,True,True,1,187
1124,1.0,True,True,2,187
1125,3.1622777,True,True,3,187
1126,5.0,True,True,4,187
1127,,True,False,5,187
1128,1.4142135,True,True,0,188
1129,1.4142135,True,True,1,188
1130,1.0,True,True,2,188
1131,0.0,True,True,3,188
1132,0.0,True,True,4,188
1133,1.4142135,True,True,5,188
1134,2.236068,True,True,0,189
1135,0.0,True,True,1,189
1136,1.0,True,True,2,189
1137,2.0,True,True,3,189
1138,1.0,True,True,4,189
1139,1.0,True,True,5,189
1140,1.0,True,True,0,190
1141,1.0,True,True,1,190
1142,1.0,True,True,2,190
1143,0.0,True,True,3,190
1144,1.4142135,True,True,4,190
1145,0.0,True,True,5,190
1146,2.0,True,True,0,191
1147,1.0,True,True,1,191
1148,2.0,True,True,2,191
1149,1.0,True,True,3,191
1150,0.0,True,True,4,191
1151,1.4142135,True,True,5,191
1152,1.0,True,True,0,192
1153,1.4142135,True,True,1,192
1154,1.0,True,True,2,192
1155,1.4142135,True,True,3,192
1156,2.0,True,True,4,192
1157,6.0827627,True,True,5,192
1158,2.828427,True,True,0,193
1159,0.0,True,True,1,193
1160,1.4142135,True,True,2,193
1161,2.828427,True,True,3,193
1162,2.236068,True,True,4,193
1163,1.0,True,True,5,193
1164,1.0,True,True,0,194
1165,1.0,True,True,1,194
1166,1.0,True,True,2,194
1167,0.0,True,True,3,194
1168,1.4142135,True,True,4,194
1169,1.0,True,True,5,194
1170,1.4142135,True,True,0,195
1171,1.4142135,True,True,1,195
1172,0.0,True,True,2,195
1173,2.236068,True,True,3,195
1174,2.236068,True,True,4,195
1175,5.656854,True,True,5,195
1176,1.4142135,True,True,0,196
1177,1.4142135,True,True,1,196
1178,1.0,True,True,2,196
1179,2.828427,True,True,3,196
1180,4.0,True,True,4,196
1181,1.0,True,True,5,196
1182,1.0,True,True,0,197
1183,1.4142135,True,True,1,197
1184,2.0,True,True,2,197
1185,5.0,True,True,3,197
1186,2.0,True,True,4,197
1187,2.0,True,True,5,197
1188,0.0,True,True,0,198
1189,1.0,True,True,1,198
1190,0.0,True,True,2,198
1191,1.0,True,True,3,198
1192,1.0,True,True,4,198
1193,0.0,True,True,5,198
1194,1.4142135,True,True,0,199
1195,1.0,True,True,1,199
1196,1.0,True,True,2,199
1197,,False,False,3,199
1198,,False,False,4,199
1199,,False,False,5,199
